Attribute,Entity,Numeric Value
geolocation.latitude,/en/ukraine,0.8192534381139489
geolocation.latitude,/en/kiribati,0.4457105461689588
geolocation.latitude,/en/honduras,0.5449901768172888
geolocation.latitude,/en/dominican_republic,0.5834970530451866
geolocation.latitude,/en/bosnia_and_herzegovina,0.7799607072691552
geolocation.latitude,/en/yugoslavia,0.7864090844793714
geolocation.latitude,/en/nazi_germany,0.8468893280943025
geolocation.latitude,/en/south_africa,0.1984282907662082
geolocation.latitude,/en/mongolia,0.7956777996070727
geolocation.latitude,/en/lithuania,0.8664047151277013
geolocation.latitude,/en/malaysia,0.4588081178781925
geolocation.latitude,/en/moldova,0.8035363457760314
geolocation.latitude,/en/nauru,0.4299934538310412
geolocation.latitude,/en/greece,0.7406679764243614
geolocation.latitude,/en/cuba,0.6159790412573674
geolocation.latitude,/en/malta,0.7161755049115913
geolocation.latitude,/en/swaziland,0.2273739332023575
geolocation.latitude,/en/tanzania,0.3846208251473477
geolocation.latitude,/en/guyana,0.4734774066797642
geolocation.latitude,/en/luxembourg,0.8239685658153241
geolocation.latitude,/en/turks_and_caicos_islands,0.6051080550098232
geolocation.latitude,/en/belize,0.5697445972495089
geolocation.latitude,/en/pitcairn_islands,0.237197115913556
geolocation.latitude,/en/turkish_republic_of_northern_cyprus,0.7106745225933203
geolocation.latitude,/en/algeria,0.6542239685658153
geolocation.latitude,/en/tajikistan,0.73713163064833
geolocation.latitude,/en/spain,0.7519318899803537
geolocation.latitude,/en/kazakhstan,0.8113948919449901
geolocation.latitude,/en/senegal,0.5494433555992142
geolocation.latitude,/en/latvia,0.8821218074656189
geolocation.latitude,/en/northern_mariana_islands,0.5677799607072691
geolocation.latitude,/en/afghanistan,0.7055664675834971
geolocation.latitude,/en/kingdom_of_bavaria,0.8124424361493123
geolocation.latitude,/en/east_timor,0.3668631277013752
geolocation.latitude,/en/suriname,0.4800261925343811
geolocation.latitude,/en/west_germany,0.8328792848722987
geolocation.latitude,/en/slovakia,0.8125736738703341
geolocation.latitude,/en/uzbekistan,0.756385068762279
geolocation.latitude,/en/isle_of_man,0.8605108055009824
geolocation.latitude,/en/benin,0.4850032770137524
geolocation.latitude,/en/poland,0.844531764243615
geolocation.latitude,/en/brazilian_empire,0.2542239685658153
geolocation.latitude,/en/dominica,0.5544204322200392
geolocation.latitude,/en/republic_of_ireland,0.8533922750491159
geolocation.latitude,/en/mexico,0.5834970530451866
geolocation.latitude,/en/bangladesh,0.6204322200392928
geolocation.latitude,/en/pakistan,0.6987557328094302
geolocation.latitude,/en/tuvalu,0.3671250844793713
geolocation.latitude,/en/somalia,0.4501637170923379
geolocation.latitude,/en/argentina,0.162278978388998
geolocation.latitude,/en/federated_states_of_micronesia,0.4885396227897839
geolocation.latitude,/en/first_french_empire,0.8178127072691551
geolocation.latitude,/en/zambia,0.3130320864440078
geolocation.latitude,/en/upper_volta,0.5305828447937132
geolocation.latitude,/en/trinidad_and_tobago,0.5180091709233792
geolocation.latitude,/en/equatorial_guinea,0.4459724950884086
geolocation.latitude,/en/ecuador,0.4330058939096267
geolocation.latitude,/en/canada,0.7909626719056975
geolocation.latitude,/en/kenya,0.4242305147347741
geolocation.latitude,/en/marshall_islands,0.4897184047151277
geolocation.latitude,/en/namibia,0.2568172888015717
geolocation.latitude,/en/costa_rica,0.512246231827112
geolocation.latitude,/en/mayotte,0.3332569273084479
geolocation.latitude,/en/united_states,0.7397511434184675
geolocation.latitude,/en/madagascar,0.2770137524557957
geolocation.longitude,/en/serbia,0.5545943422449434
geolocation.longitude,/en/cuba,0.2660275901182814
geolocation.longitude,/en/central_african_republic,0.5493102627549121
geolocation.longitude,/en/brazil,0.3628711701072049
geolocation.longitude,/en/vatican_city,0.5321112915294727
geolocation.longitude,/en/gibraltar,0.4821519752329651
geolocation.longitude,/en/dominica,0.3249473936638322
geolocation.longitude,/en/cyprus,0.5897591764416562
geolocation.longitude,/en/paraguay,0.3353752617859479
geolocation.longitude,/en/turks_and_caicos_islands,0.296329203370279
geolocation.longitude,/en/puerto_rico,0.3117138178052712
geolocation.longitude,/en/tokelau,0.0150572840635423
geolocation.longitude,/en/poland,0.5561842398352264
geolocation.longitude,/en/bonaire,0.305681552204179
geolocation.longitude,/en/austria-hungary,0.5430441893448266
geolocation.longitude,/en/botswana,0.5698620513725864
geolocation.longitude,/en/new_zealand,0.9853635716760688
geolocation.longitude,/en/argentina,0.3333645084560538
geolocation.longitude,/en/china,0.7861585215934922
geolocation.longitude,/en/spain,0.4867898054834793
geolocation.longitude,/en/wallis_and_futuna,0.0028057049307405
geolocation.longitude,/en/angola,0.5345803118685244
geolocation.longitude,/en/lithuania,0.5645078320649916
geolocation.longitude,/en/martinique,0.3260229129520477
geolocation.longitude,/en/guinea-bissau,0.4550853397661115
geolocation.longitude,/en/swaziland,0.5845218596357056
geolocation.longitude,/en/bhutan,0.7509048391387376
geolocation.longitude,/en/west_germany,0.517090638749506
geolocation.longitude,/en/greater_colombia,0.289408463605884
geolocation.longitude,/en/gabon,0.523684825322717
geolocation.longitude,/en/panama,0.2740238491708919
geolocation.longitude,/en/cameroon,0.5294832831148157
geolocation.longitude,/en/saint-barthelemy,0.3208791215142584
geolocation.longitude,/en/anguilla,0.3202740516060097
geolocation.longitude,/en/finland,0.5701192419264726
geolocation.longitude,/en/denmark,0.5324386247066274
geolocation.longitude,/en/ethiopia,0.6058919797934141
geolocation.longitude,/en/moldova,0.5783025489097007
geolocation.longitude,/en/fiji,0.9993920963297712
geolocation.longitude,/en/hungary,0.5511807336439741
geolocation.longitude,/en/cambodia,0.7915361236459799
geolocation.longitude,/en/uruguay,0.3395838191820586
geolocation.longitude,/en/malta,0.5378536352229566
geolocation.longitude,/en/republic_of_the_congo,0.5408164596298186
geolocation.longitude,/en/federal_republic_of_yugoslavia,0.5545943422449434
geolocation.longitude,/en/costa_rica,0.2612578917360225
geolocation.longitude,/en/malaysia,0.7825111051835295
geolocation.longitude,/en/aruba,0.3008650911378395
geolocation.longitude,/en/brunei,0.8196648587143653
geolocation.longitude,/en/libya,0.5448678975498079
geolocation.longitude,/en/trinidad_and_tobago,0.3245732978025968
geolocation.longitude,/en/nicaragua,0.2586859946142754
geolocation.longitude,/en/bermuda,0.3154079968993145
geolocation.longitude,/en/korea,0.8541501034798691
geolocation.longitude,/en/singapore,0.7884030855380847
geolocation.longitude,/en/bangladesh,0.7506663542196246
geolocation.longitude,/en/lesotho,0.5755436038573359
geolocation.longitude,/en/belize,0.2481178384399178
geolocation.longitude,/en/italy,0.5321954626773949
geolocation.longitude,/en/new_caledonia,0.9609539387786264
geolocation.longitude,/en/namibia,0.5451095164413285
geolocation.longitude,/en/austrian_empire,0.5430441893448266
geolocation.longitude,/en/kingdom_of_bavaria,0.5296236609496154
geolocation.longitude,/en/oman,0.6614449374220763
geolocation.longitude,/en/niue,0.0204348833103251
geolocation.longitude,/en/southern_sudan,0.5858311895386195
geolocation.longitude,/en/sint_maarten,0.3202712178440297
geolocation.longitude,/en/cook_islands,0.0489127883573412
geolocation.longitude,/en/first_french_empire,0.5041384133699898
geolocation.longitude,/en/greece,0.5588964222035105
geolocation.longitude,/en/switzerland,0.5205517872148219
geolocation.longitude,/en/south_georgia_and_the_south_sandwich_islands,0.3940612575225052
geolocation.longitude,/en/laos,0.785036239621196
geolocation.longitude,/en/benin,0.5044657465471445
geolocation.longitude,/en/indonesia,0.7968996943681088
geolocation.longitude,/en/estonia,0.5701192419264726
geolocation.longitude,/en/portugal,0.4714051910484871
geolocation.longitude,/en/algeria,0.5027823235887002
geolocation.longitude,/en/chinese_taipei,0.8366612103468215
geolocation.longitude,/en/israel,0.5953705863031372
geolocation.longitude,/en/the_bahamas,0.280196400018521
geolocation.longitude,/en/equatorial_guinea,0.5252279630346244
geolocation.longitude,/en/russian_provisional_government,0.5822202472927563
geolocation.longitude,/en/philippines,0.839466915277562
geolocation.longitude,/en/saint-pierre_and_miquelon,0.3394902966196022
geolocation.longitude,/en/kenya,0.6004208551784701
geolocation.longitude,/en/solomon_islands,0.945569324343634
geolocation.longitude,/en/peru,0.2810521400223968
geolocation.longitude,/en/mauritania,0.4523731573978273
geolocation.longitude,/en/saint_kitts_and_nevis,0.3211596920073325
geolocation.longitude,/en/luxembourg,0.514332476488817
geolocation.longitude,/en/bahrain,0.6389992979761522
geolocation.longitude,/en/madagascar,0.6290390454720234
geolocation.longitude,/en/south_korea,0.8534019173688081
geolocation.longitude,/en/jordan,0.5979892433032601
geolocation.longitude,/en/slovenia,0.5378536352229566
geolocation.longitude,/en/sri_lanka,0.7244330131172009
geolocation.longitude,/en/chile,0.2989010976863211
geolocation.longitude,/en/cocos_islands,0.7690437215159751
geolocation.longitude,/en/burundi,0.5813420616494346
geolocation.longitude,/en/turkmenistan,0.6608370337518475
geolocation.longitude,/en/united_kingdom,0.4968435805500644
geolocation.longitude,/en/mozambique,0.5885901317852793
geolocation.longitude,/en/united_states_virgin_islands,0.3149871411597034
geolocation.longitude,/en/india,0.7160158983249794
geolocation.longitude,/en/saint_vincent_and_the_grenadines,0.3253682494034433
geolocation.longitude,/en/afghanistan,0.6911386470038451
geolocation.longitude,/en/yugoslavia,0.5545818708865262
geolocation.longitude,/en/dominican_republic,0.2989010976863211
geolocation.longitude,/en/tunisia,0.5224222581038838
geolocation.longitude,/en/honduras,0.2524666810825656
geolocation.longitude,/en/malawi,0.5917231698931745
geolocation.longitude,/en/second_polish_republic,0.55609071727277
geolocation.longitude,/en/niger,0.5030161313976936
geolocation.longitude,/en/cape_verde,0.4309095146776623
geolocation.longitude,/en/seychelles,0.6527472521367806
geolocation.longitude,/en/sudan,0.5869534715109157
geolocation.longitude,/en/kingdom_of_hungary,0.5505728299737453
geolocation.longitude,/en/france,0.5027823235887002
geolocation.longitude,/en/morocco,0.4803366841427761
geolocation.longitude,/en/romania,0.5703998124195466
geolocation.longitude,/en/curacao,0.3035772735061237
geolocation.longitude,/en/turkish_republic_of_northern_cyprus,0.590787935851496
geolocation.longitude,/en/senegal,0.4483048852482536
geolocation.longitude,/en/north_korea,0.8534954399312645
geolocation.longitude,/en/norfolk_island,0.9683890568450886
geolocation.longitude,/en/kingdom_of_the_netherlands,0.510872105203767
geolocation.longitude,/en/saudi_arabia,0.6234276356105424
geolocation.longitude,/en/montserrat,0.3226560670351591
geolocation.longitude,/en/french_polynesia,0.0775309786508945
geolocation.longitude,/en/chad,0.5421557151815238
geolocation.longitude,/en/christmas_island,0.7935468769758739
geolocation.longitude,/en/guadeloupe,0.3243862526776841
geolocation.longitude,/en/ukraine,0.5869534715109157
geolocation.longitude,/en/rwanda,0.580988231394914
geolocation.longitude,/en/togo,0.5005845223281885
geolocation.longitude,/en/bosnia_and_herzegovina,0.5476736024805484
geolocation.longitude,/en/kiribati,0.9826513893077848
geolocation.longitude,/en/andorra,0.5014262338074107
geolocation.longitude,/en/british_virgin_islands,0.3158541152061219
geolocation.longitude,/en/mongolia,0.7917699314549732
geolocation.longitude,/en/palau,0.8748655600889731
geolocation.longitude,/en/hong_kong,0.817548748358617
geolocation.longitude,/en/nazi_germany,0.5347673597991421
geolocation.longitude,/en/kuwait,0.6317512278403076
geolocation.longitude,/en/democratic_republic_of_the_congo,0.5635426695688168
geolocation.longitude,/en/weimar_republic,0.5347673597991421
geolocation.longitude,/en/british_indian_ocean_territory,0.697778816275166
geolocation.longitude,/en/papua_new_guinea,0.9099368717232296
geolocation.longitude,/en/greenland,0.3849427164975986
geolocation.longitude,/en/south_africa,0.5673135369957321
geolocation.longitude,/en/upper_volta,0.4913724559351204
geolocation.longitude,/en/albania,0.5532850123420294
geolocation.longitude,/en/guyana,0.3323357490462139
geolocation.longitude,/en/bulgaria,0.5687163894611023
gross_savings_as_percent_of_gdp.2000-01-01.rate,/en/malawi,0.3441226575809199
gross_savings_as_percent_of_gdp.2000-01-01.rate,/en/djibouti,0.1665247018739352
gross_savings_as_percent_of_gdp.2000-01-01.rate,/en/sudan,0.9437819420783644
gross_savings_as_percent_of_gdp.2000-01-01.rate,/en/laos,0.0425894378194207
gross_savings_as_percent_of_gdp.2000-01-01.rate,/en/barbados,0.4642248722316865
co2_emissions_per_capita.1998-01-01.number,/en/argentina,0.3756968085730978
co2_emissions_per_capita.1998-01-01.number,/en/malawi,0.0793405719439677
co2_emissions_per_capita.1998-01-01.number,/en/macau,0.3698269550389673
co2_emissions_per_capita.1998-01-01.number,/en/mauritania,0.1077621103068798
co2_emissions_per_capita.1998-01-01.number,/en/zimbabwe,0.1656679539938933
fertility_rate.1997-01-01.number,/en/chad,1.0
fertility_rate.1997-01-01.number,/en/moldova,0.2032850870060172
fertility_rate.1997-01-01.number,/en/france,0.2097902097902098
fertility_rate.1997-01-01.number,/en/madagascar,0.8718490811514069
fertility_rate.1997-01-01.number,/en/malawi,0.932834607253212
gni_per_capita_in_ppp_dollars.2013-01-01.amount,/en/zimbabwe,0.0432027914237179
gni_per_capita_in_ppp_dollars.2013-01-01.amount,/en/ukraine,0.3774390523851063
gni_per_capita_in_ppp_dollars.2013-01-01.amount,/en/guinea,0.0188696570405399
gni_per_capita_in_ppp_dollars.2013-01-01.amount,/en/antigua_and_barbuda,0.9063403884119188
gni_per_capita_in_ppp_dollars.2013-01-01.amount,/en/papua_new_guinea,0.0771773564115513
gni_per_capita_in_ppp_dollars.2013-01-01.amount,/en/malawi,4.591157430788302e-05
poverty_rate_2dollars_per_day.2004-01-01.number,/en/malawi,1.0
poverty_rate_2dollars_per_day.2004-01-01.number,/en/albania,0.0647213690215006
poverty_rate_2dollars_per_day.2004-01-01.number,/en/spain,0.0183194383501535
poverty_rate_2dollars_per_day.2004-01-01.number,/en/mauritania,0.580517770952172
poverty_rate_2dollars_per_day.2004-01-01.number,/en/maldives,0.137670030715226
poverty_rate_2dollars_per_day.2004-01-01.number,/en/republic_of_macedonia,0.0380649407634927
population_growth_rate.1977-01-01.rate,/en/albania,0.6773399014778324
population_growth_rate.1977-01-01.rate,/en/hungary,0.2463054187192118
population_growth_rate.1977-01-01.rate,/en/venezuela,1.0
debt_service_as_percent_of_trade_volume.2010-01-01.rate,/en/nepal,0.1759679107080572
debt_service_as_percent_of_trade_volume.2010-01-01.rate,/en/kazakhstan,1.0
debt_service_as_percent_of_trade_volume.2010-01-01.rate,/en/serbia,0.5305197070108127
debt_service_as_percent_of_trade_volume.2010-01-01.rate,/en/malawi,0.0205790024415765
military_expenditure_percent_gdp.1998-01-01.rate,/en/panama,0.3982923723547807
foreign_direct_investment_net_inflows.2009-01-01.amount,/en/bolivia,0.246259568693325
foreign_direct_investment_net_inflows.2009-01-01.amount,/en/thailand,0.2382013900093474
foreign_direct_investment_net_inflows.2009-01-01.amount,/en/malawi,0.2575795746598295
foreign_direct_investment_net_inflows.2009-01-01.amount,/en/spain,0.3319788844182194
foreign_direct_investment_net_inflows.2009-01-01.amount,/en/ghana,0.1866669069400152
foreign_direct_investment_net_inflows.2009-01-01.amount,/en/luxembourg,1.0
foreign_direct_investment_net_inflows.2009-01-01.amount,/en/togo,0.2587847530541987
foreign_direct_investment_net_inflows.2009-01-01.amount,/en/uruguay,0.2128078633954562
foreign_direct_investment_net_inflows.2009-01-01.amount,/en/jamaica,0.2444302175377398
labor_participation_rate.2007-01-01.rate,/en/philippines,0.6085881989496448
labor_participation_rate.2007-01-01.rate,/en/uruguay,0.7772628977448255
labor_participation_rate.2007-01-01.rate,/en/cambodia,0.9752857584182884
labor_participation_rate.2007-01-01.rate,/en/chad,0.8152610441767068
labor_participation_rate.2007-01-01.rate,/en/malawi,1.0
labor_participation_rate.2007-01-01.rate,/en/equatorial_guinea,0.7964164349706517
cpi_inflation_rate.1982-01-01.rate,/en/tanzania,1.0
internet_users_percent_population.2006-01-01.rate,/en/bahrain,0.3300728310107769
internet_users_percent_population.2006-01-01.rate,/en/cayman_islands,0.5162595213520377
internet_users_percent_population.2006-01-01.rate,/en/barbados,0.7281470460021446
internet_users_percent_population.2006-01-01.rate,/en/angola,0.028433141119279
internet_users_percent_population.2006-01-01.rate,/en/trinidad_and_tobago,0.3502284542657328
internet_users_percent_population.2006-01-01.rate,/en/united_arab_emirates,0.6021598691831621
internet_users_percent_population.2006-01-01.rate,/en/kiribati,0.0581243329193738
high_tech_as_percent_of_manufactured_exports.2000-01-01.rate,/en/republic_of_macedonia,0.0540629095674967
high_tech_as_percent_of_manufactured_exports.2000-01-01.rate,/en/kenya,0.1405635648754915
high_tech_as_percent_of_manufactured_exports.2000-01-01.rate,/en/new_caledonia,0.0327653997378768
high_tech_as_percent_of_manufactured_exports.2000-01-01.rate,/en/turkmenistan,0.1756225425950196
high_tech_as_percent_of_manufactured_exports.2000-01-01.rate,/en/ukraine,0.1847968545216252
high_tech_as_percent_of_manufactured_exports.2000-01-01.rate,/en/sierra_leone,0.919397116644823
high_tech_as_percent_of_manufactured_exports.2000-01-01.rate,/en/malawi,0.0799475753604194
high_tech_as_percent_of_manufactured_exports.2000-01-01.rate,/en/grenada,1.0
gender_balance_members_of_parliament.2004-01-01.rate,/en/switzerland,0.902542372881356
gender_balance_members_of_parliament.2004-01-01.rate,/en/jordan,0.0762711864406779
gender_balance_members_of_parliament.2004-01-01.rate,/en/malawi,0.4364406779661017
gender_balance_members_of_parliament.2004-01-01.rate,/en/fiji,0.2033898305084745
gender_balance_members_of_parliament.2004-01-01.rate,/en/mauritius,0.0847457627118644
gdp_growth_rate.1974-01-01.rate,/en/trinidad_and_tobago,0.1010763315315803
gdp_growth_rate.1974-01-01.rate,/en/malawi,0.4415380057619573
gni_in_ppp_dollars.2011-01-01.amount,/en/bosnia_and_herzegovina,0.0088959695603241
gni_in_ppp_dollars.2011-01-01.amount,/en/italy,0.7683398755993663
gni_in_ppp_dollars.2011-01-01.amount,/en/nicaragua,0.0019491915447395
gni_in_ppp_dollars.2011-01-01.amount,/en/brazil,1.0
gni_in_ppp_dollars.2011-01-01.amount,/en/bahrain,0.0122781590176231
gni_in_ppp_dollars.2011-01-01.amount,/en/luxembourg,0.0070476123080379
gni_in_ppp_dollars.2011-01-01.amount,/en/republic_of_ireland,0.0569881889711679
gni_in_ppp_dollars.2011-01-01.amount,/en/rwanda,0.0012053035503553
gdp_nominal_per_capita.1975-01-01.amount,/en/sudan,0.0809457297182612
gdp_nominal_per_capita.1975-01-01.amount,/en/oman,1.0
life_expectancy.1989-01-01.number,/en/laos,0.2570824231075974
life_expectancy.1989-01-01.number,/en/swaziland,0.4579909150802732
life_expectancy.1989-01-01.number,/en/malawi,0.0346752661326675
child_labor_percent.2006-01-01.rate,/en/ghana,0.9872068230277186
child_labor_percent.2006-01-01.rate,/en/haiti,0.6567164179104478
child_labor_percent.2006-01-01.rate,/en/laos,0.3411513859275053
child_labor_percent.2006-01-01.rate,/en/mali,1.0
child_labor_percent.2006-01-01.rate,/en/malawi,0.8038379530916844
child_labor_percent.2006-01-01.rate,/en/kazakhstan,0.021321961620469
diesel_price_liter.1992-01-01.amount,/en/guinea,0.9147286821705428
diesel_price_liter.1992-01-01.amount,/en/brazil,0.7751937984496123
external_debt_stock.1987-01-01.amount,/en/malawi,2.2640390224640126e-10
consumer_price_index.1990-01-01.index_value,/en/mali,0.7659417073531587
consumer_price_index.1990-01-01.index_value,/en/malawi,0.0147950880307737
net_migration.1982-01-01.number,/en/slovenia,0.7864355031428446
net_migration.1982-01-01.number,/en/nicaragua,0.1481317252981217
net_migration.1982-01-01.number,/en/zimbabwe,1.0
net_migration.1982-01-01.number,/en/chile,0.3178825655901676
net_migration.1982-01-01.number,/en/saint_lucia,0.4934181354147979
net_migration.1982-01-01.number,/en/belarus,0.680448697335775
net_migration.1982-01-01.number,/en/new_caledonia,0.5139168610141724
net_migration.1982-01-01.number,/en/equatorial_guinea,0.7409903429880886
net_migration.1982-01-01.number,/en/indonesia,3.384862219183368e-06
net_migration.1982-01-01.number,/en/seychelles,0.5104846107239205
net_migration.1982-01-01.number,/en/montenegro,0.4682076816063202
agriculture_as_percent_of_gdp.1978-01-01.rate,/en/malawi,0.753565316600114
agriculture_as_percent_of_gdp.1978-01-01.rate,/en/niger,1.0
prevalence_of_undernourisment.1991-01-01.rate,/en/maldives,0.1771844660194174
prevalence_of_undernourisment.1991-01-01.rate,/en/mali,0.5072815533980581
brain_drain_percent.1990-01-01.rate,/en/senegal,0.1718947489371481
brain_drain_percent.1990-01-01.rate,/en/china,0.0444674250258531
brain_drain_percent.1990-01-01.rate,/en/monaco,0.203952660002298
brain_drain_percent.1990-01-01.rate,/en/hong_kong,0.383775709525451
brain_drain_percent.1990-01-01.rate,/en/venezuela,0.0499827645639434
brain_drain_percent.1990-01-01.rate,/en/mexico,0.1354705274043433
brain_drain_percent.1990-01-01.rate,/en/guinea,0.0518212110766402
brain_drain_percent.1990-01-01.rate,/en/kiribati,1.0
brain_drain_percent.1990-01-01.rate,/en/iceland,0.3129955187866253
brain_drain_percent.1990-01-01.rate,/en/jordan,0.1135240721590256
brain_drain_percent.1990-01-01.rate,/en/grenada,0.974836263357463
brain_drain_percent.1990-01-01.rate,/en/germany,0.0805469378375273
brain_drain_percent.1990-01-01.rate,/en/canada,0.0658393657359531
brain_drain_percent.1990-01-01.rate,/en/liechtenstein,0.2055613007009077
brain_drain_percent.1990-01-01.rate,/en/syria,0.0959439273813627
brain_drain_percent.1990-01-01.rate,/en/belize,0.7774330690566471
brain_drain_percent.1990-01-01.rate,/en/burkina_faso,0.0330920372285418
brain_drain_percent.1990-01-01.rate,/en/indonesia,0.0737676663219579
brain_drain_percent.1990-01-01.rate,/en/slovakia,0.1536251867172239
brain_drain_percent.1990-01-01.rate,/en/tunisia,0.2122256693094335
brain_drain_percent.1990-01-01.rate,/en/san_marino,0.2694473170171205
brain_drain_percent.1990-01-01.rate,/en/paraguay,0.0542341721245547
brain_drain_percent.1990-01-01.rate,/en/mauritania,0.0710099965529127
brain_drain_percent.1990-01-01.rate,/en/cameroon,0.2547397449155463
brain_drain_percent.1990-01-01.rate,/en/kenya,0.5450993910145926
brain_drain_percent.1990-01-01.rate,/en/republic_of_macedonia,0.3266689647248075
brain_drain_percent.1990-01-01.rate,/en/democratic_republic_of_the_congo,0.2571527059634608
brain_drain_percent.1990-01-01.rate,/en/bosnia_and_herzegovina,0.2780650350453866
brain_drain_percent.1990-01-01.rate,/en/panama,0.2854188210961737
brain_drain_percent.1990-01-01.rate,/en/swaziland,0.0521659197977708
brain_drain_percent.1990-01-01.rate,/en/solomon_islands,0.4559347351487992
brain_drain_percent.1990-01-01.rate,/en/samoa,0.955187866253016
brain_drain_percent.1990-01-01.rate,/en/saint_kitts_and_nevis,0.9147420429736872
brain_drain_percent.1990-01-01.rate,/en/brazil,0.0247041250143628
brain_drain_percent.1990-01-01.rate,/en/libya,0.0707801907388256
brain_drain_percent.1990-01-01.rate,/en/latvia,0.0785935884177869
brain_drain_percent.1990-01-01.rate,/en/botswana,0.0554981041020337
brain_drain_percent.1990-01-01.rate,/en/philippines,0.1543146041594852
